arc_length,\delta = h,\delta = sqrt(2), \delta = 2h,Exact Solution,No Filter
1.28411,0.757718,0.718718,0.600616,0.927164,-0.47411
1.28552,0.76446,0.71919,0.598211,0.929789,-0.393557
1.28693,0.771202,0.719662,0.595805,0.932413,-0.312998
1.28835,0.777944,0.720133,0.5934,0.935038,-0.232445
1.28976,0.784686,0.720605,0.590995,0.937662,-0.151891
1.29118,0.791427,0.721076,0.588589,0.940287,-0.0713378
1.29259,0.798169,0.721548,0.586184,0.942911,0.00921566
1.29401,0.804911,0.722019,0.583778,0.945536,0.0897739
1.29542,0.811653,0.722491,0.581373,0.94816,0.170327
1.29683,0.818395,0.722963,0.578967,0.950785,0.250881
1.29825,0.825137,0.723434,0.576562,0.953409,0.331434
1.29966,0.831879,0.723906,0.574156,0.956034,0.411993
1.30108,0.838621,0.724377,0.571751,0.958658,0.492546
1.30249,0.845363,0.724849,0.569345,0.961283,0.5731
1.3039,0.852105,0.725321,0.56694,0.963907,0.653653
1.30532,0.858846,0.725792,0.564535,0.966531,0.734207
1.30673,0.865589,0.726264,0.562129,0.969156,0.814765
1.30815,0.87233,0.726735,0.559724,0.97178,0.895318
1.30956,0.879072,0.727207,0.557318,0.974405,0.975872
1.31098,0.885814,0.727679,0.554913,0.977029,1.05643
1.31239,0.892556,0.72815,0.552507,0.979654,1.13698
1.3138,0.899298,0.728622,0.550102,0.982278,1.21754
1.31522,0.90604,0.729093,0.547696,0.984903,1.29809
1.31663,0.912782,0.729565,0.545291,0.987527,1.37864
1.31805,0.919524,0.730037,0.542886,0.990152,1.4592
1.31946,0.926266,0.730508,0.54048,0.992776,1.53976
1.32088,0.933008,0.73098,0.538075,0.995401,1.62031
1.32229,0.939749,0.731451,0.535669,0.998025,1.70086
1.3237,0.946491,0.731923,0.533264,1.00065,1.78142
1.32512,0.953233,0.732394,0.530858,1.00327,1.86197
1.32653,0.959975,0.732866,0.528453,1.0059,1.94253
1.32795,0.966717,0.733338,0.526047,1.00852,2.02308
1.32936,0.973459,0.733809,0.523642,1.01115,2.10363
1.33077,0.980201,0.734281,0.521237,1.01377,2.18419
1.33219,0.986942,0.734752,0.518831,1.0164,2.26474
1.3336,0.993685,0.735224,0.516426,1.01902,2.3453
1.33502,1.00043,0.735696,0.51402,1.02165,2.42585
1.33643,1.00717,0.736167,0.511615,1.02427,2.50641
1.33785,1.01391,0.736639,0.509209,1.02689,2.58696
1.33926,1.02065,0.73711,0.506804,1.02952,2.66752
1.34067,1.02739,0.737582,0.504398,1.03214,2.74807
1.34209,1.03414,0.738054,0.501993,1.03477,2.82863
1.3435,1.04088,0.738525,0.499587,1.03739,2.90918
1.34492,1.02006,0.723755,0.489596,1.01664,2.851
1.34633,0.999242,0.708984,0.479604,0.995896,2.79281
1.34775,0.978425,0.694214,0.469612,0.975149,2.73463
1.34916,0.957608,0.679443,0.45962,0.954401,2.67645
1.35057,0.93679,0.664673,0.449629,0.933653,2.61826
1.35199,0.915973,0.649903,0.439637,0.912906,2.56008
1.3534,0.895155,0.635131,0.429645,0.892157,2.50189
1.35482,0.874337,0.620361,0.419653,0.871409,2.44371
1.35623,0.85352,0.605591,0.409662,0.850662,2.38553
1.35765,0.832703,0.59082,0.39967,0.829914,2.32735
1.35906,0.811884,0.576049,0.389678,0.809165,2.26916
1.36047,0.791067,0.561279,0.379686,0.788418,2.21098
1.36189,0.77025,0.546509,0.369695,0.76767,2.15279
1.3633,0.749432,0.531738,0.359703,0.746923,2.09461
1.36472,0.728615,0.516968,0.349711,0.726175,2.03643
1.36613,0.707796,0.502197,0.339719,0.705426,1.97824
1.36754,0.686979,0.487426,0.329728,0.684679,1.92006
1.36896,0.666162,0.472656,0.319736,0.663931,1.86188
1.37037,0.645345,0.457886,0.309744,0.643184,1.80369
1.37179,0.624526,0.443115,0.299752,0.622435,1.74551
1.3732,0.603709,0.428344,0.289761,0.601687,1.68732
1.37462,0.582892,0.413574,0.279769,0.58094,1.62914
1.37603,0.562074,0.398804,0.269777,0.560192,1.57096
1.37744,0.541257,0.384033,0.259786,0.539444,1.51277
1.37886,0.520438,0.369262,0.249793,0.518696,1.45459
1.38027,0.499621,0.354492,0.239802,0.497948,1.39641
1.38169,0.478804,0.339722,0.22981,0.4772,1.33822
1.3831,0.457987,0.324951,0.219819,0.456453,1.28004
1.38452,0.437169,0.310181,0.209827,0.435705,1.22186
1.38593,0.416351,0.29541,0.199835,0.414957,1.16367
1.38734,0.395533,0.280639,0.189843,0.394209,1.10549
1.38876,0.374716,0.265869,0.179852,0.373461,1.04731
1.39017,0.353899,0.251099,0.16986,0.352714,0.989122
1.39159,0.33308,0.236328,0.159868,0.331965,0.930936
1.393,0.312263,0.221557,0.149876,0.311217,0.872753
1.39441,0.291446,0.206787,0.139884,0.29047,0.81457
1.39583,0.270628,0.192017,0.129893,0.269722,0.756387
1.39724,0.249811,0.177246,0.119901,0.248975,0.698205
1.39866,0.228993,0.162475,0.109909,0.228226,0.640018
1.40007,0.208175,0.147705,0.0999174,0.207478,0.581835
1.40149,0.187358,0.132935,0.0899258,0.186731,0.523653
1.4029,0.166541,0.118164,0.0799342,0.165983,0.46547
1.40431,0.145723,0.103394,0.0699425,0.145236,0.407287
1.40573,0.124905,0.0886228,0.0599503,0.124487,0.349101
1.40714,0.104088,0.0738524,0.0499587,0.103739,0.290918
1.40856,0.0832704,0.0590821,0.0399671,0.0829916,0.232735
1.40997,0.0624531,0.0443118,0.0299755,0.062244,0.174552
1.41139,0.0416346,0.0295406,0.0199832,0.0414952,0.116366
1.4128,0.0208173,0.0147703,0.00999162,0.0207476,0.0581829
1.41421,0,0,0,0,0
