"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.192333,0.126658,0.126668,0.12667,0.126671,0.126852,0.126672
0.193747,0.127622,0.127632,0.127634,0.127634,0.127815,0.127635
0.195161,0.128586,0.128596,0.128598,0.128599,0.128779,0.1286
0.196576,0.129551,0.129561,0.129563,0.129564,0.129743,0.129565
0.19799,0.130516,0.130527,0.130528,0.130529,0.130708,0.13053
0.199404,0.131482,0.131492,0.131493,0.131494,0.131672,0.131495
0.200818,0.132447,0.132457,0.132459,0.132459,0.132637,0.13246
0.202233,0.133412,0.133422,0.133424,0.133425,0.133601,0.133426
0.203647,0.134377,0.134387,0.134389,0.13439,0.134566,0.134391
0.205061,0.135343,0.135352,0.135354,0.135355,0.13553,0.135356
0.206475,0.136308,0.136318,0.136319,0.13632,0.136495,0.136321
0.207889,0.137273,0.137283,0.137284,0.137285,0.137459,0.137286
0.209304,0.138238,0.138248,0.13825,0.13825,0.138423,0.138251
0.210718,0.139203,0.139213,0.139215,0.139215,0.139388,0.139216
0.212132,0.140169,0.140178,0.14018,0.140181,0.140352,0.140182
0.213546,0.141135,0.141145,0.141146,0.141147,0.141318,0.141148
0.21496,0.142102,0.142111,0.142113,0.142113,0.142284,0.142114
0.216375,0.143068,0.143078,0.143079,0.14308,0.14325,0.143081
0.217789,0.144035,0.144044,0.144046,0.144046,0.144216,0.144047
0.219203,0.145001,0.145011,0.145012,0.145013,0.145182,0.145014
0.220617,0.145968,0.145977,0.145979,0.145979,0.146147,0.14598
0.222032,0.146934,0.146944,0.146945,0.146946,0.147113,0.146946
0.223446,0.147901,0.14791,0.147911,0.147912,0.148079,0.147913
0.22486,0.148867,0.148876,0.148878,0.148879,0.149045,0.148879
0.226274,0.149834,0.149843,0.149844,0.149845,0.150011,0.149846
0.227688,0.1508,0.150809,0.150811,0.150811,0.150976,0.150812
0.229103,0.151767,0.151776,0.151777,0.151778,0.151942,0.151779
0.230517,0.152734,0.152743,0.152744,0.152745,0.152909,0.152746
0.231931,0.153701,0.15371,0.153712,0.153712,0.153876,0.153713
0.233345,0.154669,0.154678,0.154679,0.15468,0.154843,0.154681
0.234759,0.155636,0.155645,0.155647,0.155647,0.15581,0.155648
0.236174,0.156604,0.156613,0.156614,0.156615,0.156777,0.156616
0.237588,0.157572,0.157581,0.157582,0.157583,0.157744,0.157583
0.239002,0.158539,0.158548,0.15855,0.15855,0.158711,0.158551
0.240416,0.159507,0.159516,0.159517,0.159518,0.159678,0.159518
0.241831,0.160474,0.160483,0.160485,0.160485,0.160645,0.160486
0.243245,0.161442,0.161451,0.161452,0.161453,0.161612,0.161453
0.244659,0.16241,0.162418,0.16242,0.16242,0.162579,0.162421
0.246073,0.163377,0.163386,0.163387,0.163388,0.163546,0.163389
0.247487,0.164345,0.164354,0.164355,0.164355,0.164513,0.164356
0.248902,0.165313,0.165322,0.165323,0.165324,0.165481,0.165325
