"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.366281,0.245878,0.245883,0.245883,0.245883,0.245896,0.245883
0.367696,0.24685,0.246855,0.246856,0.246856,0.246869,0.246856
0.36911,0.247823,0.247828,0.247829,0.247829,0.247841,0.247829
0.370524,0.248796,0.248801,0.248801,0.248802,0.248814,0.248802
0.371938,0.249769,0.249774,0.249774,0.249774,0.249787,0.249775
0.373352,0.250742,0.250747,0.250747,0.250747,0.25076,0.250747
0.374767,0.251715,0.25172,0.25172,0.25172,0.251733,0.25172
0.376181,0.252688,0.252693,0.252693,0.252693,0.252706,0.252693
0.377595,0.253661,0.253666,0.253666,0.253666,0.253679,0.253666
0.379009,0.254634,0.254639,0.254639,0.254639,0.254652,0.25464
0.380423,0.255607,0.255612,0.255612,0.255613,0.255625,0.255613
0.381838,0.25658,0.256585,0.256586,0.256586,0.256598,0.256586
0.383252,0.257554,0.257558,0.257559,0.257559,0.257571,0.257559
0.384666,0.258527,0.258532,0.258532,0.258532,0.258545,0.258532
0.38608,0.2595,0.259505,0.259505,0.259505,0.259518,0.259505
0.387495,0.260473,0.260478,0.260478,0.260479,0.260491,0.260479
0.388909,0.261447,0.261451,0.261452,0.261452,0.261464,0.261452
0.390323,0.26242,0.262425,0.262425,0.262425,0.262438,0.262425
0.391737,0.263394,0.263398,0.263399,0.263399,0.263411,0.263399
0.393151,0.264367,0.264372,0.264372,0.264372,0.264384,0.264372
0.394566,0.26534,0.265345,0.265345,0.265346,0.265358,0.265346
0.39598,0.266314,0.266318,0.266319,0.266319,0.266331,0.266319
0.397394,0.267287,0.267292,0.267292,0.267293,0.267305,0.267293
0.398808,0.268261,0.268266,0.268266,0.268266,0.268278,0.268266
0.400222,0.269235,0.269239,0.26924,0.26924,0.269252,0.26924
0.401637,0.270208,0.270213,0.270213,0.270213,0.270225,0.270213
0.403051,0.271182,0.271186,0.271187,0.271187,0.271199,0.271187
0.404465,0.272156,0.27216,0.272161,0.272161,0.272173,0.272161
0.405879,0.273129,0.273134,0.273134,0.273134,0.273146,0.273134
0.407293,0.274103,0.274108,0.274108,0.274108,0.27412,0.274108
0.408708,0.275077,0.275081,0.275082,0.275082,0.275094,0.275082
0.410122,0.276051,0.276055,0.276056,0.276056,0.276068,0.276056
0.411536,0.277025,0.277029,0.277029,0.27703,0.277042,0.27703
0.41295,0.277999,0.278003,0.278003,0.278003,0.278015,0.278003
0.414365,0.278972,0.278977,0.278977,0.278977,0.278989,0.278977
0.415779,0.279946,0.279951,0.279951,0.279951,0.279963,0.279951
0.417193,0.28092,0.280925,0.280925,0.280925,0.280937,0.280925
0.418607,0.281894,0.281899,0.281899,0.281899,0.281911,0.281899
0.420021,0.282868,0.282873,0.282873,0.282873,0.282885,0.282873
0.421436,0.283843,0.283847,0.283847,0.283847,0.283859,0.283847
0.42285,0.284817,0.284821,0.284821,0.284821,0.284833,0.284821
0.424264,0.285791,0.285795,0.285795,0.285795,0.285807,0.285795
0.425678,0.286765,0.286769,0.28677,0.28677,0.286781,0.28677
0.427092,0.287739,0.287743,0.287744,0.287744,0.287756,0.287744
0.428507,0.288713,0.288718,0.288718,0.288718,0.28873,0.288718
0.429921,0.289687,0.289692,0.289692,0.289692,0.289704,0.289692
0.431335,0.290662,0.290666,0.290666,0.290666,0.290678,0.290666
0.432749,0.291636,0.29164,0.291641,0.291641,0.291652,0.291641
0.434164,0.29261,0.292615,0.292615,0.292615,0.292627,0.292615
0.435578,0.293585,0.293589,0.293589,0.293589,0.293601,0.293589
0.436992,0.294559,0.294563,0.294564,0.294564,0.294575,0.294564
0.438406,0.295533,0.295538,0.295538,0.295538,0.29555,0.295538
0.43982,0.296508,0.296512,0.296512,0.296513,0.296524,0.296513
0.441235,0.297482,0.297487,0.297487,0.297487,0.297499,0.297487
0.442649,0.298457,0.298461,0.298461,0.298461,0.298473,0.298462
0.444063,0.299431,0.299436,0.299436,0.299436,0.299448,0.299436
0.445477,0.300406,0.30041,0.30041,0.30041,0.300422,0.30041
0.446892,0.301381,0.301385,0.301385,0.301385,0.301397,0.301385
0.448306,0.302355,0.302359,0.30236,0.30236,0.302371,0.30236
0.44972,0.30333,0.303334,0.303334,0.303334,0.303346,0.303334
0.451134,0.304304,0.304308,0.304309,0.304309,0.30432,0.304309
0.452548,0.305279,0.305283,0.305283,0.305283,0.305295,0.305283
0.453963,0.306254,0.306258,0.306258,0.306258,0.30627,0.306258
0.455377,0.307228,0.307233,0.307233,0.307233,0.307244,0.307233
0.456791,0.308203,0.308207,0.308208,0.308208,0.308219,0.308208
0.458205,0.309178,0.309182,0.309182,0.309182,0.309194,0.309182
0.459619,0.310153,0.310157,0.310157,0.310157,0.310168,0.310157
0.461034,0.311128,0.311132,0.311132,0.311132,0.311143,0.311132
0.462448,0.312102,0.312106,0.312107,0.312107,0.312118,0.312107
0.463862,0.313077,0.313081,0.313082,0.313082,0.313093,0.313082
0.465276,0.314052,0.314056,0.314056,0.314057,0.314068,0.314057
0.46669,0.315027,0.315031,0.315031,0.315031,0.315043,0.315031
0.468105,0.316002,0.316006,0.316006,0.316006,0.316018,0.316006
0.469519,0.316977,0.316981,0.316981,0.316981,0.316993,0.316981
0.470933,0.317952,0.317956,0.317956,0.317956,0.317968,0.317956
0.472347,0.318927,0.318931,0.318931,0.318931,0.318942,0.318931
0.473762,0.319902,0.319906,0.319906,0.319906,0.319917,0.319906
0.475176,0.320877,0.320881,0.320881,0.320881,0.320892,0.320881
0.47659,0.321852,0.321856,0.321856,0.321856,0.321868,0.321856
0.478004,0.322827,0.322831,0.322831,0.322832,0.322843,0.322832
0.479418,0.323802,0.323806,0.323807,0.323807,0.323818,0.323807
0.480833,0.324777,0.324781,0.324782,0.324782,0.324793,0.324782
0.482247,0.325753,0.325757,0.325757,0.325757,0.325768,0.325757
0.483661,0.326728,0.326732,0.326732,0.326732,0.326743,0.326732
0.485075,0.327703,0.327707,0.327707,0.327707,0.327718,0.327707
0.486489,0.328678,0.328682,0.328682,0.328683,0.328694,0.328683
0.487904,0.329654,0.329657,0.329658,0.329658,0.329669,0.329658
0.489318,0.330629,0.330633,0.330633,0.330633,0.330644,0.330633
0.490732,0.331604,0.331608,0.331608,0.331608,0.331619,0.331608
0.492146,0.332579,0.332583,0.332584,0.332584,0.332595,0.332584
0.493561,0.333555,0.333559,0.333559,0.333559,0.33357,0.333559
0.494975,0.33453,0.334534,0.334534,0.334534,0.334545,0.334534
0.496389,0.335506,0.335509,0.33551,0.33551,0.335521,0.33551
0.497803,0.336481,0.336485,0.336485,0.336485,0.336496,0.336485
0.499217,0.337456,0.33746,0.33746,0.33746,0.337471,0.33746
0.500632,0.338432,0.338436,0.338436,0.338436,0.338447,0.338436
0.502046,0.339407,0.339411,0.339411,0.339411,0.339422,0.339411
0.50346,0.340383,0.340386,0.340387,0.340387,0.340398,0.340387
0.504874,0.341358,0.341362,0.341362,0.341362,0.341373,0.341362
0.506288,0.342334,0.342338,0.342338,0.342338,0.342349,0.342338
0.507703,0.343309,0.343313,0.343313,0.343313,0.343324,0.343313
0.509117,0.344285,0.344289,0.344289,0.344289,0.3443,0.344289
0.510531,0.34526,0.345264,0.345264,0.345264,0.345275,0.345265
0.511945,0.346236,0.34624,0.34624,0.34624,0.346251,0.34624
0.51336,0.347212,0.347215,0.347216,0.347216,0.347226,0.347216
0.514774,0.348187,0.348191,0.348191,0.348191,0.348202,0.348191
0.516188,0.349163,0.349167,0.349167,0.349167,0.349178,0.349167
0.517602,0.350139,0.350142,0.350143,0.350143,0.350153,0.350143
0.519016,0.351114,0.351118,0.351118,0.351118,0.351129,0.351118
0.520431,0.35209,0.352094,0.352094,0.352094,0.352105,0.352094
0.521845,0.353066,0.353069,0.35307,0.35307,0.35308,0.35307
0.523259,0.354042,0.354045,0.354045,0.354045,0.354056,0.354046
0.524673,0.355017,0.355021,0.355021,0.355021,0.355032,0.355021
0.526087,0.355993,0.355997,0.355997,0.355997,0.356008,0.355997
0.527502,0.356969,0.356973,0.356973,0.356973,0.356983,0.356973
0.528916,0.357945,0.357948,0.357949,0.357949,0.357959,0.357949
0.53033,0.358921,0.358924,0.358924,0.358924,0.358935,0.358925
0.531744,0.359896,0.3599,0.3599,0.3599,0.359911,0.3599
0.533159,0.360872,0.360876,0.360876,0.360876,0.360887,0.360876
