"arc_length","N=0","N=1","N=2","N=3"
0.625082,0.241805,0.242148,0.253422,0.263019
0.626497,0.242834,0.242592,0.253972,0.263655
0.627911,0.243863,0.243036,0.254521,0.26429
0.629325,0.244892,0.243481,0.255071,0.264926
0.630739,0.245921,0.243925,0.255621,0.265561
0.632153,0.24695,0.244369,0.256171,0.266196
0.633568,0.247979,0.244813,0.256721,0.266832
0.634982,0.249008,0.245257,0.257271,0.267467
0.636396,0.250037,0.245702,0.257821,0.268103
0.63781,0.250304,0.246673,0.258707,0.26893
0.639225,0.25057,0.247644,0.259594,0.269757
0.640639,0.250836,0.248615,0.26048,0.270584
0.642053,0.251102,0.249586,0.261367,0.271411
0.643467,0.251368,0.250557,0.262253,0.272238
0.644881,0.251634,0.251528,0.263139,0.273065
0.646296,0.251901,0.252499,0.264026,0.273892
0.64771,0.252167,0.25347,0.264912,0.27472
0.649124,0.252433,0.254441,0.265799,0.275547
0.650538,0.252699,0.255412,0.266685,0.276374
0.651952,0.252965,0.256383,0.267572,0.277201
0.653367,0.253232,0.257354,0.268458,0.278028
0.654781,0.253498,0.258325,0.269344,0.278855
0.656195,0.253764,0.259296,0.270231,0.279682
0.657609,0.25403,0.260267,0.271117,0.280509
0.659024,0.254296,0.261238,0.272004,0.281336
0.660438,0.254563,0.262209,0.27289,0.282164
0.661852,0.254829,0.26318,0.273777,0.282991
0.663266,0.255095,0.264151,0.274663,0.283818
0.66468,0.255361,0.265122,0.275549,0.284645
0.666095,0.255627,0.266093,0.276436,0.285472
0.667509,0.255893,0.267064,0.277322,0.286299
0.668923,0.25616,0.268035,0.278209,0.287126
0.670337,0.256426,0.269006,0.279095,0.287953
0.671751,0.256692,0.269977,0.279982,0.288781
0.673166,0.256958,0.270948,0.280868,0.289608
0.67458,0.257224,0.271919,0.281754,0.290435
0.675994,0.257491,0.27289,0.282641,0.291262
0.677408,0.257757,0.273861,0.283527,0.292089
0.678823,0.258023,0.274832,0.284414,0.292916
0.680237,0.258289,0.275803,0.2853,0.293743
0.681651,0.258555,0.276774,0.286187,0.29457
0.683065,0.258821,0.277745,0.287073,0.295398
0.684479,0.259088,0.278716,0.287959,0.296225
0.685894,0.259354,0.279687,0.288846,0.297052
0.687308,0.25962,0.280658,0.289732,0.297879
0.688722,0.259886,0.281629,0.290619,0.298706
0.690136,0.260152,0.2826,0.291505,0.299533
0.69155,0.260419,0.283571,0.292392,0.30036
0.692965,0.260685,0.284542,0.293278,0.301187
0.694379,0.260951,0.285513,0.294165,0.302015
0.695793,0.261217,0.286484,0.295051,0.302842
0.697207,0.261483,0.287455,0.295937,0.303669
0.698622,0.26175,0.288426,0.296824,0.304496
0.700036,0.262016,0.289397,0.29771,0.305323
0.70145,0.262282,0.290368,0.298597,0.30615
0.702864,0.262548,0.291339,0.299483,0.306977
0.704278,0.262814,0.29231,0.30037,0.307804
0.705693,0.26308,0.293281,0.301256,0.308632
0.707107,0.263347,0.294252,0.302142,0.309459
0.708521,0.26479,0.294959,0.303026,0.310501
0.709935,0.266234,0.295667,0.303909,0.311544
0.711349,0.267678,0.296374,0.304793,0.312586
0.712764,0.269122,0.297082,0.305676,0.313629
0.714178,0.270566,0.297789,0.306559,0.314671
0.715592,0.272009,0.298497,0.307443,0.315714
